"Group","DisplayName","ObjectClass","ObsPath","ManagerLevel1","ShareAssignments","NtfsAssignments","ExpandedMembers","MaxDepth","HasCycle","IsTruncated","Rights","ShareId","ShareIds","Sources","FullPath","ExamplePath"
"LAB\SS-ENT-0147-Editors","SS-ENT-0147-Editors","group","CORP.ENT.SHARE0147.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0147","share-WINSERVER-SSEnt0147","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0147\Division04\Region04\Program28\Project28\Workstream48","C:\ShareSurferEnterpriseLab\Enterprise\Share0147\Division04\Region04\Program28\Project28\Workstream48"
"LAB\SS-ENT-0148-Editors","SS-ENT-0148-Editors","group","CORP.ENT.SHARE0148.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0148","share-WINSERVER-SSEnt0148","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0148\Division05\Region05\Program29\Project29\Workstream49","C:\ShareSurferEnterpriseLab\Enterprise\Share0148\Division05\Region05\Program29\Project29\Workstream49"
"LAB\SS-ENT-0149-Editors","SS-ENT-0149-Editors","group","CORP.ENT.SHARE0149.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0149","share-WINSERVER-SSEnt0149","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0149\Division06\Region06\Program30\Project30\Workstream50","C:\ShareSurferEnterpriseLab\Enterprise\Share0149\Division06\Region06\Program30\Project30\Workstream50"
"LAB\SS-ENT-0150-Editors","SS-ENT-0150-Editors","group","CORP.ENT.SHARE0150.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0150","share-WINSERVER-SSEnt0150","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0150\Division07\Region07\Program01\Project31\Workstream01","C:\ShareSurferEnterpriseLab\Enterprise\Share0150\Division07\Region07\Program01\Project31\Workstream01"
"LAB\SS-ENT-0151-Editors","SS-ENT-0151-Editors","group","CORP.ENT.SHARE0151.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0151","share-WINSERVER-SSEnt0151","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0151\Division08\Region08\Program02\Project32\Workstream02","C:\ShareSurferEnterpriseLab\Enterprise\Share0151\Division08\Region08\Program02\Project32\Workstream02"
"LAB\SS-ENT-0152-Editors","SS-ENT-0152-Editors","group","CORP.ENT.SHARE0152.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0152","share-WINSERVER-SSEnt0152","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0152\Division09\Region09\Program03\Project33\Workstream03","C:\ShareSurferEnterpriseLab\Enterprise\Share0152\Division09\Region09\Program03\Project33\Workstream03"
"LAB\SS-ENT-0153-Editors","SS-ENT-0153-Editors","group","CORP.ENT.SHARE0153.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0153","share-WINSERVER-SSEnt0153","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0153\Division10\Region10\Program04\Project34\Workstream04","C:\ShareSurferEnterpriseLab\Enterprise\Share0153\Division10\Region10\Program04\Project34\Workstream04"
"LAB\SS-ENT-0154-Editors","SS-ENT-0154-Editors","group","CORP.ENT.SHARE0154.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0154","share-WINSERVER-SSEnt0154","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0154\Division11\Region11\Program05\Project35\Workstream05","C:\ShareSurferEnterpriseLab\Enterprise\Share0154\Division11\Region11\Program05\Project35\Workstream05"
"LAB\SS-ENT-0155-Editors","SS-ENT-0155-Editors","group","CORP.ENT.SHARE0155.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0155","share-WINSERVER-SSEnt0155","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0155\Division12\Region12\Program06\Project36\Workstream06","C:\ShareSurferEnterpriseLab\Enterprise\Share0155\Division12\Region12\Program06\Project36\Workstream06"
"LAB\SS-ENT-0156-Editors","SS-ENT-0156-Editors","group","CORP.ENT.SHARE0156.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0156","share-WINSERVER-SSEnt0156","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0156\Division01\Region13\Program07\Project37\Workstream07","C:\ShareSurferEnterpriseLab\Enterprise\Share0156\Division01\Region13\Program07\Project37\Workstream07"
"LAB\SS-ENT-0157-Editors","SS-ENT-0157-Editors","group","CORP.ENT.SHARE0157.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0157","share-WINSERVER-SSEnt0157","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0157\Division02\Region14\Program08\Project38\Workstream08","C:\ShareSurferEnterpriseLab\Enterprise\Share0157\Division02\Region14\Program08\Project38\Workstream08"
"LAB\SS-ENT-0158-Editors","SS-ENT-0158-Editors","group","CORP.ENT.SHARE0158.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0158","share-WINSERVER-SSEnt0158","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0158\Division03\Region15\Program09\Project39\Workstream09","C:\ShareSurferEnterpriseLab\Enterprise\Share0158\Division03\Region15\Program09\Project39\Workstream09"
"LAB\SS-ENT-0159-Editors","SS-ENT-0159-Editors","group","CORP.ENT.SHARE0159.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0159","share-WINSERVER-SSEnt0159","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0159\Division04\Region16\Program10\Project40\Workstream10","C:\ShareSurferEnterpriseLab\Enterprise\Share0159\Division04\Region16\Program10\Project40\Workstream10"
"LAB\SS-ENT-0160-Editors","SS-ENT-0160-Editors","group","CORP.ENT.SHARE0160.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0160","share-WINSERVER-SSEnt0160","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0160\Division05\Region17\Program11\Project01\Workstream11","C:\ShareSurferEnterpriseLab\Enterprise\Share0160\Division05\Region17\Program11\Project01\Workstream11"
"LAB\SS-ENT-0161-Editors","SS-ENT-0161-Editors","group","CORP.ENT.SHARE0161.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0161","share-WINSERVER-SSEnt0161","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0161\Division06\Region18\Program12\Project02\Workstream12","C:\ShareSurferEnterpriseLab\Enterprise\Share0161\Division06\Region18\Program12\Project02\Workstream12"
"LAB\SS-ENT-0162-Editors","SS-ENT-0162-Editors","group","CORP.ENT.SHARE0162.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0162","share-WINSERVER-SSEnt0162","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0162\Division07\Region01\Program13\Project03\Workstream13","C:\ShareSurferEnterpriseLab\Enterprise\Share0162\Division07\Region01\Program13\Project03\Workstream13"
"LAB\SS-ENT-0163-Editors","SS-ENT-0163-Editors","group","CORP.ENT.SHARE0163.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0163","share-WINSERVER-SSEnt0163","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0163\Division08\Region02\Program14\Project04\Workstream14","C:\ShareSurferEnterpriseLab\Enterprise\Share0163\Division08\Region02\Program14\Project04\Workstream14"
"LAB\SS-ENT-0164-Editors","SS-ENT-0164-Editors","group","CORP.ENT.SHARE0164.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0164","share-WINSERVER-SSEnt0164","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0164\Division09\Region03\Program15\Project05\Workstream15","C:\ShareSurferEnterpriseLab\Enterprise\Share0164\Division09\Region03\Program15\Project05\Workstream15"
"LAB\SS-ENT-0165-Editors","SS-ENT-0165-Editors","group","CORP.ENT.SHARE0165.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0165","share-WINSERVER-SSEnt0165","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0165\Division10\Region04\Program16\Project06\Workstream16","C:\ShareSurferEnterpriseLab\Enterprise\Share0165\Division10\Region04\Program16\Project06\Workstream16"
"LAB\SS-ENT-0166-Editors","SS-ENT-0166-Editors","group","CORP.ENT.SHARE0166.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0166","share-WINSERVER-SSEnt0166","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0166\Division11\Region05\Program17\Project07\Workstream17","C:\ShareSurferEnterpriseLab\Enterprise\Share0166\Division11\Region05\Program17\Project07\Workstream17"
"LAB\SS-ENT-0167-Editors","SS-ENT-0167-Editors","group","CORP.ENT.SHARE0167.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0167","share-WINSERVER-SSEnt0167","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0167\Division12\Region06\Program18\Project08\Workstream18","C:\ShareSurferEnterpriseLab\Enterprise\Share0167\Division12\Region06\Program18\Project08\Workstream18"
"LAB\SS-ENT-0168-Editors","SS-ENT-0168-Editors","group","CORP.ENT.SHARE0168.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0168","share-WINSERVER-SSEnt0168","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0168\Division01\Region07\Program19\Project09\Workstream19","C:\ShareSurferEnterpriseLab\Enterprise\Share0168\Division01\Region07\Program19\Project09\Workstream19"
"LAB\SS-ENT-0169-Editors","SS-ENT-0169-Editors","group","CORP.ENT.SHARE0169.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0169","share-WINSERVER-SSEnt0169","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0169\Division02\Region08\Program20\Project10\Workstream20","C:\ShareSurferEnterpriseLab\Enterprise\Share0169\Division02\Region08\Program20\Project10\Workstream20"
"LAB\SS-ENT-0170-Editors","SS-ENT-0170-Editors","group","CORP.ENT.SHARE0170.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0170","share-WINSERVER-SSEnt0170","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0170\Division03\Region09\Program21\Project11\Workstream21","C:\ShareSurferEnterpriseLab\Enterprise\Share0170\Division03\Region09\Program21\Project11\Workstream21"
"LAB\SS-ENT-0171-Editors","SS-ENT-0171-Editors","group","CORP.ENT.SHARE0171.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0171","share-WINSERVER-SSEnt0171","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0171\Division04\Region10\Program22\Project12\Workstream22","C:\ShareSurferEnterpriseLab\Enterprise\Share0171\Division04\Region10\Program22\Project12\Workstream22"
"LAB\SS-ENT-0172-Editors","SS-ENT-0172-Editors","group","CORP.ENT.SHARE0172.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0172","share-WINSERVER-SSEnt0172","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0172\Division05\Region11\Program23\Project13\Workstream23","C:\ShareSurferEnterpriseLab\Enterprise\Share0172\Division05\Region11\Program23\Project13\Workstream23"
"LAB\SS-ENT-0173-Editors","SS-ENT-0173-Editors","group","CORP.ENT.SHARE0173.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0173","share-WINSERVER-SSEnt0173","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0173\Division06\Region12\Program24\Project14\Workstream24","C:\ShareSurferEnterpriseLab\Enterprise\Share0173\Division06\Region12\Program24\Project14\Workstream24"
"LAB\SS-ENT-0174-Editors","SS-ENT-0174-Editors","group","CORP.ENT.SHARE0174.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0174","share-WINSERVER-SSEnt0174","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0174\Division07\Region13\Program25\Project15\Workstream25","C:\ShareSurferEnterpriseLab\Enterprise\Share0174\Division07\Region13\Program25\Project15\Workstream25"
"LAB\SS-ENT-0175-Editors","SS-ENT-0175-Editors","group","CORP.ENT.SHARE0175.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0175","share-WINSERVER-SSEnt0175","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0175\Division08\Region14\Program26\Project16\Workstream26","C:\ShareSurferEnterpriseLab\Enterprise\Share0175\Division08\Region14\Program26\Project16\Workstream26"
"LAB\SS-ENT-0176-Editors","SS-ENT-0176-Editors","group","CORP.ENT.SHARE0176.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0176","share-WINSERVER-SSEnt0176","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0176\Division09\Region15\Program27\Project17\Workstream27","C:\ShareSurferEnterpriseLab\Enterprise\Share0176\Division09\Region15\Program27\Project17\Workstream27"
"LAB\SS-ENT-0177-Editors","SS-ENT-0177-Editors","group","CORP.ENT.SHARE0177.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0177","share-WINSERVER-SSEnt0177","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0177\Division10\Region16\Program28\Project18\Workstream28","C:\ShareSurferEnterpriseLab\Enterprise\Share0177\Division10\Region16\Program28\Project18\Workstream28"
"LAB\SS-ENT-0178-Editors","SS-ENT-0178-Editors","group","CORP.ENT.SHARE0178.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0178","share-WINSERVER-SSEnt0178","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0178\Division11\Region17\Program29\Project19\Workstream29","C:\ShareSurferEnterpriseLab\Enterprise\Share0178\Division11\Region17\Program29\Project19\Workstream29"
"LAB\SS-ENT-0179-Editors","SS-ENT-0179-Editors","group","CORP.ENT.SHARE0179.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0179","share-WINSERVER-SSEnt0179","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0179\Division12\Region18\Program30\Project20\Workstream30","C:\ShareSurferEnterpriseLab\Enterprise\Share0179\Division12\Region18\Program30\Project20\Workstream30"
"LAB\SS-ENT-0180-Editors","SS-ENT-0180-Editors","group","CORP.ENT.SHARE0180.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0180","share-WINSERVER-SSEnt0180","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0180\Division01\Region01\Program01\Project21\Workstream31","C:\ShareSurferEnterpriseLab\Enterprise\Share0180\Division01\Region01\Program01\Project21\Workstream31"
"LAB\SS-ENT-0181-Editors","SS-ENT-0181-Editors","group","CORP.ENT.SHARE0181.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0181","share-WINSERVER-SSEnt0181","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0181\Division02\Region02\Program02\Project22\Workstream32","C:\ShareSurferEnterpriseLab\Enterprise\Share0181\Division02\Region02\Program02\Project22\Workstream32"
"LAB\SS-ENT-0182-Editors","SS-ENT-0182-Editors","group","CORP.ENT.SHARE0182.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0182","share-WINSERVER-SSEnt0182","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0182\Division03\Region03\Program03\Project23\Workstream33","C:\ShareSurferEnterpriseLab\Enterprise\Share0182\Division03\Region03\Program03\Project23\Workstream33"
"LAB\SS-ENT-0183-Editors","SS-ENT-0183-Editors","group","CORP.ENT.SHARE0183.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0183","share-WINSERVER-SSEnt0183","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0183\Division04\Region04\Program04\Project24\Workstream34","C:\ShareSurferEnterpriseLab\Enterprise\Share0183\Division04\Region04\Program04\Project24\Workstream34"
"LAB\SS-ENT-0184-Editors","SS-ENT-0184-Editors","group","CORP.ENT.SHARE0184.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0184","share-WINSERVER-SSEnt0184","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0184\Division05\Region05\Program05\Project25\Workstream35","C:\ShareSurferEnterpriseLab\Enterprise\Share0184\Division05\Region05\Program05\Project25\Workstream35"
"LAB\SS-ENT-0185-Editors","SS-ENT-0185-Editors","group","CORP.ENT.SHARE0185.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0185","share-WINSERVER-SSEnt0185","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0185\Division06\Region06\Program06\Project26\Workstream36","C:\ShareSurferEnterpriseLab\Enterprise\Share0185\Division06\Region06\Program06\Project26\Workstream36"
"LAB\SS-ENT-0186-Editors","SS-ENT-0186-Editors","group","CORP.ENT.SHARE0186.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0186","share-WINSERVER-SSEnt0186","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0186\Division07\Region07\Program07\Project27\Workstream37","C:\ShareSurferEnterpriseLab\Enterprise\Share0186\Division07\Region07\Program07\Project27\Workstream37"
"LAB\SS-ENT-0187-Editors","SS-ENT-0187-Editors","group","CORP.ENT.SHARE0187.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0187","share-WINSERVER-SSEnt0187","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0187\Division08\Region08\Program08\Project28\Workstream38","C:\ShareSurferEnterpriseLab\Enterprise\Share0187\Division08\Region08\Program08\Project28\Workstream38"
"LAB\SS-ENT-0188-Editors","SS-ENT-0188-Editors","group","CORP.ENT.SHARE0188.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0188","share-WINSERVER-SSEnt0188","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0188\Division09\Region09\Program09\Project29\Workstream39","C:\ShareSurferEnterpriseLab\Enterprise\Share0188\Division09\Region09\Program09\Project29\Workstream39"
"LAB\SS-ENT-0189-Editors","SS-ENT-0189-Editors","group","CORP.ENT.SHARE0189.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0189","share-WINSERVER-SSEnt0189","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0189\Division10\Region10\Program10\Project30\Workstream40","C:\ShareSurferEnterpriseLab\Enterprise\Share0189\Division10\Region10\Program10\Project30\Workstream40"
"LAB\SS-ENT-0190-Editors","SS-ENT-0190-Editors","group","CORP.ENT.SHARE0190.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0190","share-WINSERVER-SSEnt0190","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0190\Division11\Region11\Program11\Project31\Workstream41","C:\ShareSurferEnterpriseLab\Enterprise\Share0190\Division11\Region11\Program11\Project31\Workstream41"
"LAB\SS-ENT-0191-Editors","SS-ENT-0191-Editors","group","CORP.ENT.SHARE0191.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0191","share-WINSERVER-SSEnt0191","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0191\Division12\Region12\Program12\Project32\Workstream42","C:\ShareSurferEnterpriseLab\Enterprise\Share0191\Division12\Region12\Program12\Project32\Workstream42"
"LAB\SS-ENT-0192-Editors","SS-ENT-0192-Editors","group","CORP.ENT.SHARE0192.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0192","share-WINSERVER-SSEnt0192","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0192\Division01\Region13\Program13\Project33\Workstream43","C:\ShareSurferEnterpriseLab\Enterprise\Share0192\Division01\Region13\Program13\Project33\Workstream43"
"LAB\SS-ENT-0193-Editors","SS-ENT-0193-Editors","group","CORP.ENT.SHARE0193.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0193","share-WINSERVER-SSEnt0193","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0193\Division02\Region14\Program14\Project34\Workstream44","C:\ShareSurferEnterpriseLab\Enterprise\Share0193\Division02\Region14\Program14\Project34\Workstream44"
"LAB\SS-ENT-0194-Editors","SS-ENT-0194-Editors","group","CORP.ENT.SHARE0194.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0194","share-WINSERVER-SSEnt0194","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0194\Division03\Region15\Program15\Project35\Workstream45","C:\ShareSurferEnterpriseLab\Enterprise\Share0194\Division03\Region15\Program15\Project35\Workstream45"
"LAB\SS-ENT-0195-Editors","SS-ENT-0195-Editors","group","CORP.ENT.SHARE0195.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0195","share-WINSERVER-SSEnt0195","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0195\Division04\Region16\Program16\Project36\Workstream46","C:\ShareSurferEnterpriseLab\Enterprise\Share0195\Division04\Region16\Program16\Project36\Workstream46"
"LAB\SS-ENT-0196-Editors","SS-ENT-0196-Editors","group","CORP.ENT.SHARE0196.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0196","share-WINSERVER-SSEnt0196","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0196\Division05\Region17\Program17\Project37\Workstream47","C:\ShareSurferEnterpriseLab\Enterprise\Share0196\Division05\Region17\Program17\Project37\Workstream47"
"LAB\SS-ENT-0197-Editors","SS-ENT-0197-Editors","group","CORP.ENT.SHARE0197.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0197","share-WINSERVER-SSEnt0197","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0197\Division06\Region18\Program18\Project38\Workstream48","C:\ShareSurferEnterpriseLab\Enterprise\Share0197\Division06\Region18\Program18\Project38\Workstream48"
"LAB\SS-ENT-0198-Editors","SS-ENT-0198-Editors","group","CORP.ENT.SHARE0198.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0198","share-WINSERVER-SSEnt0198","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0198\Division07\Region01\Program19\Project39\Workstream49","C:\ShareSurferEnterpriseLab\Enterprise\Share0198\Division07\Region01\Program19\Project39\Workstream49"
"LAB\SS-ENT-0199-Editors","SS-ENT-0199-Editors","group","CORP.ENT.SHARE0199.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0199","share-WINSERVER-SSEnt0199","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0199\Division08\Region02\Program20\Project40\Workstream50","C:\ShareSurferEnterpriseLab\Enterprise\Share0199\Division08\Region02\Program20\Project40\Workstream50"
"LAB\SS-ENT-0200-Editors","SS-ENT-0200-Editors","group","CORP.ENT.SHARE0200.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0200","share-WINSERVER-SSEnt0200","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0200\Division09\Region03\Program21\Project01\Workstream01","C:\ShareSurferEnterpriseLab\Enterprise\Share0200\Division09\Region03\Program21\Project01\Workstream01"
"LAB\SS-ENT-0201-Editors","SS-ENT-0201-Editors","group","CORP.ENT.SHARE0201.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0201","share-WINSERVER-SSEnt0201","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0201\Division10\Region04\Program22\Project02\Workstream02","C:\ShareSurferEnterpriseLab\Enterprise\Share0201\Division10\Region04\Program22\Project02\Workstream02"
"LAB\SS-ENT-0202-Editors","SS-ENT-0202-Editors","group","CORP.ENT.SHARE0202.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0202","share-WINSERVER-SSEnt0202","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0202\Division11\Region05\Program23\Project03\Workstream03","C:\ShareSurferEnterpriseLab\Enterprise\Share0202\Division11\Region05\Program23\Project03\Workstream03"
"LAB\SS-ENT-0203-Editors","SS-ENT-0203-Editors","group","CORP.ENT.SHARE0203.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0203","share-WINSERVER-SSEnt0203","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0203\Division12\Region06\Program24\Project04\Workstream04","C:\ShareSurferEnterpriseLab\Enterprise\Share0203\Division12\Region06\Program24\Project04\Workstream04"
"LAB\SS-ENT-0204-Editors","SS-ENT-0204-Editors","group","CORP.ENT.SHARE0204.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0204","share-WINSERVER-SSEnt0204","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0204\Division01\Region07\Program25\Project05\Workstream05","C:\ShareSurferEnterpriseLab\Enterprise\Share0204\Division01\Region07\Program25\Project05\Workstream05"
"LAB\SS-ENT-0205-Editors","SS-ENT-0205-Editors","group","CORP.ENT.SHARE0205.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0205","share-WINSERVER-SSEnt0205","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0205\Division02\Region08\Program26\Project06\Workstream06","C:\ShareSurferEnterpriseLab\Enterprise\Share0205\Division02\Region08\Program26\Project06\Workstream06"
"LAB\SS-ENT-0206-Editors","SS-ENT-0206-Editors","group","CORP.ENT.SHARE0206.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0206","share-WINSERVER-SSEnt0206","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0206\Division03\Region09\Program27\Project07\Workstream07","C:\ShareSurferEnterpriseLab\Enterprise\Share0206\Division03\Region09\Program27\Project07\Workstream07"
"LAB\SS-ENT-0207-Editors","SS-ENT-0207-Editors","group","CORP.ENT.SHARE0207.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0207","share-WINSERVER-SSEnt0207","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0207\Division04\Region10\Program28\Project08\Workstream08","C:\ShareSurferEnterpriseLab\Enterprise\Share0207\Division04\Region10\Program28\Project08\Workstream08"
"LAB\SS-ENT-0208-Editors","SS-ENT-0208-Editors","group","CORP.ENT.SHARE0208.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0208","share-WINSERVER-SSEnt0208","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0208\Division05\Region11\Program29\Project09\Workstream09","C:\ShareSurferEnterpriseLab\Enterprise\Share0208\Division05\Region11\Program29\Project09\Workstream09"
